#####################################################
#
# CS-CORPUS-EMNLP
#
# Version: 0.1
# Last update: (2015/05/30)
# Authors: David Vilares, Miguel A. Alonso and Carlos Gómez-Rodríguez
# -----------------------------------------
#
# CS-CORPUS-EMNLP is a manually-built polarity corpus for code-switching tweets (Spanish-English).
#
# Please, cite the following paper if you are using this resource:
# Vilares, David and Alonso, Miguel A. and Gómez-Rodríguez, Carlos, "Sentiment Analysis on Monolingual, MultiLingual and Code-Switching Twitter Corpora", in 6th Workshop on Computational Approaches to Subjectivity, Sentiment & Social Media Analysis (WASSA 2015), Lisbon, Portugal, 2015
#
# License
# -----------
#
# This resource is distributed under the Lesser General Public License For Linguistic Resources (LGPLLR). You will find the license at http://sanskrit.inria.fr/DATA/LGPLLR.html
#
#######################################################
Pos	Neg	ID	Text
2	1	418431990426112000	Last night once we all finished eating our grapes we all took a shot of tequila lol
2	1	431409693215322112	I voted for khan to make things interesting jiji
1	3	306784665828732928	Hold you back: Varias cosas, impedir el progreso de alguien. Don't let fear hold you back.
1	1	293577062357286912	@alfonsodiazu Depende de la pregunta, mira esta: Excuse me, do you know where the restrooms are? es diferente a Where are the restrooms?
1	1	292421156403814400	@Antifas_4ever Recuerda q aprendí por oído, y no recomiendo mucho las reglas de grámatica. Cuando es leave y después una acción yo ...
1	1	421465240862085120	@crystal_jaimes aver dime? Txt me!!
1	1	428365544782168064	Yo sigo Mi camino I no Vuelvo pa tras
2	1	428287421717811200	Itzayana is my niña travieza
1	1	428743968080154624	And I can never stay put!!! Sepa pero yo me siento al
1	1	424365136418070528	@95Caldera -.- okay aver si todavia estamos
2	1	297050918254411776	Bring home the bacon: Ser capaz de mantener la familia. I’ve been working a lot of hours this week, I’m ready to bring home the bacon!
2	1	424461906158419968	@delatorre_yady quien sera el afortunado?! Lol
1	4	418518746479591424	Tengo una flojera horrible -___-  #TheStruggle
2	3	437060564049608705	I misss mi chaparra del alma y a la cachetona de Kary even though i saw them sunday no fue nada!!!
3	2	433100524166995968	I Miss Aliados de La Sierra! I remember when @HersheyMusic played at Plaza R3 here in Austin a while whilee backkk!!! #BuenosTiempos #DGO
3	1	413028772053385217	@PresshDestiny jaja I know you're not you're one in a billion precious(= and your mom would call you callejera for shopping? Lol that's funy
2	1	432765451718778880	At least fasfa is coming #graciasadios
1	1	289388419048677378	De ahora en adelante van a poder hacer video chat GRATIS por la compra de audio, es INDISPENSABLE q alguien que hable inglés te corrija...
1	1	414916179229028352	@Patty__Vel um no you didnt.... but how?
2	1	439898729139552256	Toluca Vs Cruz Azul Vamos Mi Cruz Azul
2	4	431552779275223040	Tan bien que ivan las cosas... im so lost what did i do?!
1	3	427541588273680385	When my mom doesn't like a friend of mines la CORRE  !
2	1	428307688078843904	A mi me decian quintina kuando era chikita lol
1	1	437494818365644800	Karaoke.. Ya valio madres ora no llego pa la house
1	1	430224898951094272	@pinchemaria_ I'm 6'3 ha it worked on me
1	1	431416137742426113	Ay k ponernos chocomil como el weather
1	1	422173762750922752	Aver si cae un party tonight
5	1	419522464687747072	Im glad we have my tio Crispin fot another year and hopefully diosito le de mucho tiempo mas a nuestro lado. Alegrando nos nostros corazones
1	1	408770984364097536	Que ya son muchos en la lista de espera...lol
1	1	422863811146563585	Everytime ke me awito I got a bottle of tekila me echo un tragiyo pa calmarme
2	1	436893168337174528	I'm just hoping my crush venga today :*
1	1	422892441302093825	Pero ahh idc
1	1	428403194842988545	@Monimaravilla19 ya lo probaste!? Where? :O
2	1	427660300762890240	Than his like nos Vamos Al corona I me Presentas a Una De Tus amigas Me : haha Te vas Porke Ami no me dejan
2	3	418990860731043840	Ami me vale madre ke ya no me kieras kon ke no digas chingaderas de mi I'm good
2	1	276123583779061760	@maromadigital eso! :) TY!
1	1	431626081909497856	@chelita1123 @princessstacy_ Lmfaoo Shit Idk  Pero Encuentren Ride  Osea We've been planning this all week
1	1	433321778778095616	@_steffers24 no pos wow  #allfamosa
2	1	438119748455251968	Gabby is just saying that cuzs I gave her, her fav gum and le planche sus pelos de elote lol jk jk
1	1	419000008994590720	Ni duchi gavana ni shanet ni el mas dulce aroma lol
1	1	436717980001386497	Watching a narconovela after working out haha #elseñordeloscielos
3	1	416627283126808576	Buen dia mi gente! Ya listos for the new year!! !:)
1	3	341619176605089793	Shameless: Sin vergüenza She is completely shameless, she doesn’t care who she has to step on as long as she gets what she wants.
2	1	435449498718834690	@BudPix thanks for the shoutout!! I will defiantly be enjoying this fire !! #grifomelarifo
1	5	439419811626774528	Eres tan mala vieja bruja interesada #jamming
4	1	436283410483384320	@CompaAngel96: #Me gustas mucho que ni te Imaginas
2	2	432573280566792193	Watching #PBR I Miss watching this! I seriously want to go to a show this year when the Austin Rodeo comes to town:)
4	2	422950027330211840	@sanluispotoyees No te quiero.... lol mensaaaaa.... Te Amooooo
2	1	299613335400370176	@micheljaimez Si vieras q la había escuchado antes, pero nada q se me venía a la cabeza :) ty!!!
1	1	438360815901503488	@El_Ctoni them hoes garbage era pa despistar
4	1	425493183858896897	Baby yo kisiera regalarte amores y esta noche pasar por tu casa y llebarte flores! ;)
2	1	418154466567667712	it'd be pretty crunk if my cousin's showed up today at my tia's house to celebrate the new year
2	1	424458074829492224	@delatorre_yady the guy tht favorited your tweet tho lol... anyways asi ando yo i dont end up falling asleep till like one
1	2	429812620741603328	Daw quien rompio la net
3	1	422552986976391168	@_shedopeee lmao no le entendiste xD te kieren a ti lol
1	1	364859905745752066	Call it a day: Terminar el dia. Ok guys, I’m really tired, it’s time to call it a day.
2	1	430214224984285184	@xobrieee_ atole is good too
1	1	426947283746177024	Whatever I'm going to sleep today was a long day.... y manana nos espera otro!
2	1	350320391371227136	I know you are (16) but be (17), you never know (16: Valiente) (17: Cauteloso)
1	3	431625423600898048	@chelita1123 @princessstacy_ haha Pues Eske ya me junto con narcos  so don't fuck with me !  & oh shit I should send him (; en la ram
1	1	431519165363404800	But I told jaime ke iba ir a su house to play xbox
1	3	424246919255179264	@ThatGirlYahs lol eres chuntara prima jajaja
1	2	432751011694784512	@arelyyy_090812 estoy en el restroom haciendo popo no molestes!!!
1	3	434169681151152130	@_BBonjour ill see ou as soon as I get out of class lol it's boring in here omfg ni te la creas que aburrido estoy
1	1	428350140173152256	@crystal_jaimes pues si I wanna go tto pluckers on sunday is the super bowl <<<
1	3	350408085359177728	Rosa is so (23), it makes me dizzy some times (23: parlanchina/Que habla mucho)
2	4	431248071159062528	Como me Da Tanto coraje que me dejastes Como Si nada  Pero nimodo la Vida Sigue I no Pienso perder Mi Tiempo c': Como antes Lo Acia
1	1	439422406210621440	Tonight peda segura
1	1	438918172209459200	@Jona_Boy13 plus three inches por el chocomil
1	2	434925202338627584	damn i wish they would have let the banda play longer than just half an hour last night
1	3	345318979918774272	Take that back: Retractarse. I’m sorry I said you were fat and ugly, I should probably take that back.
2	1	423855912336777216	I remember when me and oomf used to get out during lunch pa komprar gorditas lol
1	2	435219023219785728	@chelita1123 Osea no Te Enojes Porke Conmigo Porke America Perdio I was just asking
1	4	432589071488000001	Increibleee... esa nooooooo :'''''((((( lol jk but still that song makes me wanna drink no se ni porke lol
1	2	420771044006178816	@Yessi197 haha yea. And yes really tambien mi cunada was scared but como mi tio trabaja en un zapateria he tld her que hace si las laban
2	1	433833843678662657	Fuhk hopefully do se hace
3	1	429502431844511744	I swear la platica con Crystal was just perfff!!!
1	3	429827768055242752	@hellachingona ya lost bruh unacceptable
1	3	415512632557187073	K bonito me mando a la chingada...alright!!!!!
1	3	439847064558510080	March The month my family decided to be born /.- Lol Puros birthdays  I yo sin dinero :/
1	2	430142166438903808	Ayyy I wanna go home -.- no to my brother's apt ayi me dan puras wings and pizza
4	1	413838480712552448	Then she was like "ahhhh ya me acuerde" and starts laughing -.- haha your veey funny mother!!
2	1	431679027451932673	@Loco93john goodnight golda <3
3	2	416417387663998976	Si antes no le pedi nada a nadie ahora menos, all I need is my family! :) ♡
1	1	296383470610030592	Go about one’s business:  Hacer lo q uno normalmente hace. How could she do that and then go about her business as if it never happened?
1	1	436286379824144384	Y nada de fat puro muscle
2	1	432766559560282112	@princessjaaaay all gacho widdit ? , in 1st nd Dickerson lol tacos San Rita Jalisco lol they sell pescuesos de pollo
1	1	426513312386281472	should i go workout?? or take the day off jajaj
2	1	431678013835464704	@Izzy_teee lol pero enserio  , #DejandoDeMamar lmaoo
1	1	423567326508625920	Shed pounds: Perder peso I’m doing lots of cardio to shed the pounds off.
1	3	299259758639210496	Take that back: Retractarse. I’m sorry I said you were ugly and stupid, I should probably take that back.
1	1	433084028267159552	Omg que Sueño Tengo
1	1	437251958768820224	If only she knew that his bf is Da biggest playaa I could even think of
1	2	418991166667759618	Y no digas ke I was ke a playa and shit cuzs nada ke ver
1	3	413477921320210432	Y hasta nueva ropa pa acavar la de joder!!!
1	1	427305478071152640	@sanluispotoyees what did I say o.O no me acuerdo lol
1	1	424977148068126720	Waiting on my jefe to come so I could get feria
2	1	306858532681170946	@MelaniRjurkovic con gusto, las voy a adicionar a la web regularmente :)
1	3	425354860481892352	Tf mi madre esta pendeja o que ??
1	3	422913994995683328	Me: 'Ama me duele mi estomago y me siento mareado:( Mom: Estara embarazada @sanluispotoyees Me: NO!! Mom: Los hombres presienten asi aveces
1	2	436700112614473728	@LifeisAJ oh I only say it porque dice "guey" ha
1	1	327522800472584192	In their hands: En sus manos The fate of my business rests in the government's hands.
1	2	424753398794027008	This girls sneak out and are like "no mames denle lmao
1	3	422233970621706240	@erikaamandaaa noooo its an incredibly horrible idea lol
2	1	437835198957252608	@_itskayyyyy enserio battlefield be too active haha
2	1	432727805646761984	Mi dad el chamuco and mi ma la lujuria lmfaooooo
1	3	424043198042755072	Ke al diablo con los gaupos lol
1	3	306472510902394880	Knock it off: Basta ya! Knock it off Snoopy, I don’t want to get licked right now!
1	1	427584800363261952	@chelita1123 5.1 ? Let me Holla Lmaoo
1	2	352846713402310657	Held accountable: Ser responsable/ Hacerse responsable. I don't want to be held accountable for your bad actions.
1	1	437729300729434112	Dad : siguele Diana I me Voy a kitar el Cinto Me : damn okay Dad : ten diana Aki Esta tu Domingo & he gives me money  lol
1	3	431664968975400960	I seriously have no life Rn  Nombre pos ontan todos que Se me Pierden
3	1	438138697792241664	@Elmagnet_21 mmm hasta de beso me saludo i wass like omg omg lol jk jk
1	2	438682649217888256	Moral of the story: Moraleja. Moral of the story, I got lost so I couldn’t make it to the party.
1	2	423600739290603520	Whining: Quejarse My wife keeps whining about me fixing the door.
1	3	312295114900910081	Kick you out: echarte I’m sorry but if you don’t pay rent, I’m gonna have to kick you out.
1	2	439645363952033792	@Jona_Boy13 @Capacitivo my grandpa kiuvoo pinche viejio huango
2	1	424428486820769792	@Elmagnet_21 ohhhhh haha no le a contado! Text me pa platicar le!
1	1	412390870474715136	@0scar_contreras its leon not pachuca..pachuca no llega ni a la liguilla
2	1	428645215562252288	Finally ya I'm calm after everything that happened today
1	1	436247496939941889	Lil more curve y mocos
2	1	430578804675727360	Micaela micaela ke tu tienes alma mia lol
1	2	432425446324436992	@adriannaaa__ lmao entonces ?  Don't even hit her up at all haha
1	2	311981787167469568	Slippery Slope: Resbaladizo (figurativamente hablando) Some say euthanasia will create a slippery slope to legal murder.
2	1	425702764304277504	Escucha MUCHO audio en inglés incluso cuando no entiendas continua escuchando :) just like small children do, trust me! I know you can do it
1	3	415548344786624512	Bitch, please. You're as useless as the "ay" in "okay". Funny shit it has me rolling>> true story tho..pobres a las k les kede!! Lmao
1	1	433654134466547712	Let off some steam. Algo así como desahogarse I’m going on a walk, I need to let off some steam.
1	2	418081253120688128	Lol jammin toda mensa
2	1	418197102011744256	@xobrieee_ que suerte lol
2	1	319204740607135746	he venido reestructurando los tweets, una cosa es lo q yo les quiero mostrar y otra lo q ustedes quieren aprender jeje. Me han pedido ... +
3	1	302106151485587456	@ugmaster jajajajaja, sorry, eso me dijo mi esposo jajaja, voy a pensar bien mi concepto de fácil :) que bueno q los estas estudiando :)
1	1	303671852746801152	Why is it that: Algo así como Por qué será que... Why is it that they changed their recipe?
1	1	432183966796234752	@valehtx quien sabe.guess everybody's different  I don't get hungover with liquor. Y con beer a lil bit
1	2	420613445747089408	I mean ya me aburri
1	2	412042066521120769	No lo miro de lunes-sabado.... Pa mi suerte, fuck!!!
1	3	408032877234749440	@BettyyBoo_: I need to do homework, but I don't even  want to do it >.< I feel ya
1	1	415217580954353664	@charro1998  im jst asking apoco no es lo que saben aser?
1	1	423463730077114368	Load dishwasher: Meter los utensilios de cocina en el lavaplatos. If you load the dishwasher, I’ll unload it.
1	2	430925950964871169	Like Mejor no me ilusionen !
1	1	432573229157203968	@princessstacy_ today Kerian ir Al park Pero next weekend one of the guys Es Chambelan so Ay nos Vamos pa palacios  Lol cx
1	1	289413925240467456	Pay close attention: Presta mucha atención. Pay close attention because I’m only going to explain it once.
2	1	439648761925472256	@erikaamandaaa heyy lol
2	1	433097628805369856	@brissamayen yes es la de Si Te Vuelves A Enamorar by Alacranes Musical:)
2	1	422899966584324096	That's why I'm going w her pa ke me de una advil lol
1	2	298485872024756227	Two can play that game: Algo así como pagar con la misma moneda She's talking smack about me behind my back, well, two can play that game.
1	1	380033466961645568	Hoy tenemos frases útiles para pedir direcciones: Do you know which road would take me to Houston faster?
2	1	430436376119504897	@_Vibianaaa23 enserio like all of a sudden everyone is in love lmao
1	2	435138721898184704	Man STFU si no quiero ir no voy #final
1	4	420321268131323904	No rosca de reyes for mi this year!! #sadtweet :/
2	1	329837213028335616	All ears: Escuchando atentamente. Person 1: Listen carefully. Person 2: I’m all ears!
2	2	425475748900515840	In love mis nalgas same thing you said last time acuerdate? Y como quedaste? Mas bien como quedamos :/
1	1	432695652892422144	@Yaritzaa__ lmao enserio ?
1	1	438238485950889984	@Milyl15 haha arroz !!!! , im sleepy gqailigdfvi
1	1	428172895945097216	Power-nap. Algo así como una siesta energética/para retomar energía Let me take a power nap real quick.
1	1	413520636146094080	Me and la sister we're supposly sleeping and i turned on the light and all of a sudden we jst start throwing stuff at each other lmaoo!!
1	2	433971687906746368	Me vale madre lo ke digan tus padres ke soy pandillero pelon y visto baggie
1	3	349233049231294464	I don't like (XXX) people, they always think they're right and don't listen to anything else. (Testarudo/a - Obstinado/a - Tercho/a)
2	1	439285836199100416	i like talking on the phone for a good while better than texting for some reason jaja
1	1	421658811997241344	Reminds me: Me recuerda (he visto que tenemos problemas con este verbo y algunas veces decimos Remember) The baby reminds me of grandma.
2	2	439095464311275520	Hard-headed: Testarudo I told her she looks nice in the dress, but she’s too hard-headed to listen.
1	4	411233049792086016	Holy snap im falling asleep and im not even half way done :/ no bueno..I hate reading. -__- # procrastinationAtItsBest
3	1	299557087778844672	Well put: Lo expresaste muy bien.  That was well put! I couldn't have said it better myself!
1	1	422841507310100480	As Coach G'Rod would say "Mexico Lleva A Tu Gente!!!" #ImSayin #IJustCant #JeezuhsssIsTestinMe #LordSaveThyHoe
1	1	431465307358523393	@arelyyy_090812 seat warmers  orita van a tar back to normal
2	1	355001323613196288	Dress up: Vestirse Elegante. Are you going to dress up for dinner tonight?
3	1	431160114402164738	@_ClariselaMunoz: Escuela de Rancho is hands down one of the best youngest groups out there playing!  
1	1	435865336210927616	I’m out of: Se me acabó. I need to go grocery shopping, I’m out of milk.
1	1	424455882563272704	@delatorre_yady i knoe same here!Ayer when i wasnt suppose to fall asleep porque me reganavan by 1 ya estava roncando y hora ni me pelan!
1	1	438542269684006912	Quesadillas and the originals >>>
1	1	432341262444658688	Paresian que Eramos strangers
1	2	275687111926104064	It is what it is: Algo así como "Que le vamos a hacer" We missed our game today. Oh well, it is what it is.
3	1	439425513673601024	He said i've heard girls from there are so pretty y cada ves veo que es sierto... gtfooo!!!
1	1	278905970778861568	Tucking someone into bed: Llevar a la cama a alguien (un niño) Jose tucked his son into bed an hour later than he should have
2	1	430881826551234560	@arelyyy_090812 es halftime so booyahh i win
1	1	281437403267358720	I ain't, you ain't es "reemplazo" de I am not You aren't we aren't, es slang hmm no es muy culto no vulgar, I ain't doing that continuará...
1	2	415700770604859392	Yo no tuve una noche buena..lmao
4	1	417086714050392065	Esta noche sera en otro nivel...from the top the view is way better!! Ay k aprobechar a lo maximo el ultimo sabado del 2013 ;) #DT
1	4	420944472952676353	I wish i was in school!!! I hate being home. Cause my dad se enpacienta mucho and starts yelling-.-
1	2	432728001340387328	Mann my brother se nos casa... said but true!
1	1	301734795942191104	I’m in a hurry: Estoy de afán. I’m in a hurry so I can only talk for a little.
1	3	415953914249216001	I hate when people talk shit cuzs I drink si supieran ke sus hijos tan igual oh piores ha
2	2	424699974614392833	@RENEDEALACRANES Chingon!!! Long Overdue! Ay pa Dominguear agusto con sus rancheras!!!
1	1	424227616090882048	Komando negro be bumping rn
2	4	427698524927434752	Voy a Llorar Por Ti just came on.. Thanks Pandora... Fucking Thanks! No no no I ain't trying to get up in my feelings STOP ITTTT!!!
1	1	437282370794700800	What?!?!?!?! That caught El chapo??
2	1	432757853581889537	@chelita1123 Haha Nombre His Like So Over Me Asi Que El Que Sigue  Osea JONNY
2	1	347362543284678656	@Krakos @maromadigital esta tampoco se me habría ocurrido ty! :)
1	2	438135587304775680	@Elmagnet_21 no you!!! Wait i remember seeing you at estatal y me ignoro
1	1	420771342091165697	@Yessi197 nomas que no se echan a secar you let them dry and then las lijas
1	1	296259220951687169	@IsaRodrguez3 revisas en tu spam por favor? si definitivamente no te llegó voy a cambiar el sistema de distribución
1	1	438129828701560832	@Elmagnet_21 ohhhh lmfaooooo i gett it. Srry como que me dio un blonde moment
1	1	431627808213721090	@chelita1123 @princessstacy_  fine ya me Voy a controlar
4	1	316621718829551616	How lucky I am: Que afortunado soy: how lucky I am to have you (veo q algunas veces lo decimos mal)
1	1	430957918444605440	Holla atcha boy!!
1	1	294497848752476160	Make the cut: Pasar la prueba. Getting into medical school is very difficult, only a few make the cut.
3	2	426368934091030528	Que bonito es lo bonito!! Y k se awuiten los feos :D lol
2	1	435903556487360512	@jalfredquintero te acabo de seguir para q me puedas enviar messages :)
2	1	414910181923762177	@ImSilly_Karlaaa lmaooo shes hilarious.. she was like "ya sali del closet" lmfaooooooo
3	1	437097761121370112	God I love whiskey jajaja #masters
1	1	440240478429011969	@_itskayyyyy can you stop being soo ?
1	2	439418757052911616	I always tell my dad ke me kiero kasar con una vieja rika and me regaña telling me ke no sea interesada ha
1	2	291578286432202753	All over the news: En todas las noticias. Person 1: Did you find out about Jenni Rivera’s death? Person 2: Yes, it’s all over the news!
1	1	278242211446026240	Pig out: Atragantarse/Comer mucho. I don't pig out really, but I eat enough food to keep my energy up after my running.
1	1	278207522026962945	Roughly: Varias cosas, una es Aproximación no muy precisa. Roughly half the students passed the class.
2	1	418999007206055937	Lmao rn we laughing todos mongolas
1	1	421484544085078016	No se puede poner songs o ke
1	1	432727401492008961	Cause aparently he cant afford that banda! Hora pa se les quite!
2	1	421402404811075584	Le dare un consejo si el esta de malas, para contentarlo digale mi nombre!!! ;) Oy nomas..hah
2	1	420597953103798273	@crystal_jaimes yeah definitely!!! Nomas digan cuando..
1	2	311459413720432640	Cut out to be: Destinados a ser Pe 1: I want to be a Doctor but I hate the sight of blood. P2: Well, not all of us are cut out to be doctors
2	1	422261077007548417	Orale Cleveland brown !
1	2	284405534893936641	Off the hook: Estar libre de problemas Don’t think you’re off the hook completely just because you washed my car.
3	1	429463858726449152	I saw Vania's cousin today  Kasi me deretia  @nvania06
2	1	421922913499873280	Horita its all fun and games but alrato que ira hacer!
2	1	413008067928678400	I wish I was back in ValleHermoso right now walking around the plaza drinking a cold agua de melon de la michoacana
2	1	432257585207468032	@yveettt jajaja yesss!!!!!
2	2	306135055502290944	Toughen up: Sé más fuerte. Come on Sally, toughen up. Things aren’t always going to be easy.
2	1	435306277296558080	@Milyl15 lmao es la pura neta
1	1	433819986134450177	Pablo be Bs me
1	2	432202467393032192	My sister listens to cholo songs Pinche cholilla Porke no Puedo Salir Como yo
2	1	420081135649972224	@_BBonjour Yeah I'm down after class lol I'll hit you up manana :) , no cardio tho lol #mejormesiento
1	1	418991234007314432	Osea hello
1	1	422751784168202240	My fam me manda alv cada rato then they wonder why I'm like this
1	1	299192064015470592	Show up: Venir. Do you know where Jaime is? He didn’t show up for work this morning
1	2	417823602554052608	Antes de ablar tansikiera k digan la verdad,..disen por ay k se dejen de mamadas..lol :D
1	1	331793001871446016	Don’t settle for less: No te conformes con menos. Yes you can understand like a native speaker, you don’t have to settle for less.
2	1	437523262231154690	@polvillegas114 Lol Oh Si Oh Si Lets Go With What You Said  Pues
1	1	307216331294507008	Flirting: Coqueteando I caught her flirting with the mail man.
4	2	432413052638478336	You could've:(... pero mas fiel y romantico no aviaaa.. y en fin te sacaste la loteria;) lol jk...
2	2	369494310565060609	Not out of the woods yet. Mejor, pero no bien del todo. The operation went fine, but she's not out of the woods yet
1	2	423306811811188736	If U Drink Buchannans While Listening 2 Corridos u a lame! Seems like since grupos & narcos started doin it todos y su pinche abuela tambien
1	1	304619024506032128	Backfire: Devolverse. Be careful with that plan, it may backfire on you.
2	1	440232799434334208	@Jayye323 hahaaha arroz ! , I'm not gunna argue just gunna be the bigger person and get past it :)
1	2	414872435289100288	Hello contestame el telefono, donde te as ido? :/
2	1	308743066330750976	@Urkatu para ESL pero no para audio de la vida real y como no nos entrenamos no entendemos, hope I explained it better now :]
3	2	427840099422724097	Asi ke ven y dime kuanto me amas asi ke ven y dime kuanto me extrañas por tu amor yo bajaria asta so infinito .....
1	2	349948244878565379	What about these? Conceited Engreído Friendly Amistoso Lazy Perezoso Charming Encantador Conceited Engreído Stubborn Obstinado
1	2	291207970287648769	Appealing: Atractivo/Provocativo Person 1: Would you like to try cow tongue? Person 2: I’m sorry but that does not sound appealing to me.
1	1	438136383345946624	@Elmagnet_21 no era early you were getting tacos and i was behind you in line
1	1	423479885680496642	Cuatro Espadas - Chalino Sanchez That Song be On Point #Chalino #AyDolor #MalAgradesida #AlcavoQueNiQueria #IndiaPerra
3	1	433840363258671104	@Yaritzaa__ es muy talentoso el amigo  I like cypress hill too !!
2	1	290874321658843138	Slaughter: Otra para slaughter Matar para comer. Wild horse protection advocates say they have successfully saved dozens of free-roaming hor
2	1	422972254536753152	@crystal_jaimes: Puro perreo intenso, you already know.!! xD hahaha lmao
1	1	380068734364176384	We are not locals, do you know of a good restaurant around here? (Do you know OF, no olvidar el OF)
2	1	425780964736782336	@Monimaravilla19 ni preguntaron x anillo o x pic d onde estoy de rodilla ni nada xD but lol cuando sea forreal sera like 3 years from now^.^
1	1	423272844751953921	@crystal_jaimes creo k ya me voy a juntar pero con mis amigos otra ves!!! No m dejas acabar Giiirrll...calm down!! -.-
1	1	296005477232410625	Things of that sort: Cosas de esas In my fitness club we do yoga, pilates, zumba, you know, things of that sort.
1	1	432741410005995520	@Jona_Boy13 @bgonzalez329 ah hell yeah los pinches tuitazazazazos que se echa esa brenda tan con madres!!!
1	1	436903257101721600	Not true: Old dogs don't learn new tricks (loro viejo no aprende) You are never too old to set another goal or to dream a new dream. CSLewis
1	1	303531998323040257	Quirky: Peculiar. She has a very quirky, fun personality.
1	1	345284930642776064	Start from scratch: Comenzar de nuevo. I didn’t understand much, can we start from scratch
2	1	431291783101034496	Even if I have to go eat at tacos de vallehermoso by myself in doing something!!!! Jajaja
2	1	421148953476751360	@AlanTorres8484 lmao your already know k soy experta en eso!! Ha
2	1	422287736351903744	@elizaaaabethhh_ lol asi soy y asi sere hehehe Understandable but yo prefiero mandarlos x donde vinieron! Its less BS ^.^
1	1	433445066816770048	@Milyl15 lmao ima try and grow it out for the rest of the year then ima cut it down voy aparescer lumberjack by July
1	1	432644782637064193	I Tengo Hambre
1	2	350633333098688515	I don't think I'm (25) I just like (26) stuff (25: tacaño) (26: muy barato)
1	2	280729883523563520	Awkward: Varias cosas una de ellas incómodo. A very anxious person can appear awkward in a social situation.
1	1	429032460936941571	Start over: Comenzar de nuevo. I messed up so I need to start over.
1	1	309063747429859328	Don't be too harsh on her: No seas muy duro. This is her first game, don’t be too harsh on her.
2	1	417733105525350400	My sisters always make fun of me, disen k ya ay kede!! Lol #fuckers
1	2	439254369121222658	@ramiroalopez1 @ThatGirlYahs @Cindyy06 lol I said borrega not pelos necios xD
1	1	431277509167312896	Ojala I en summer Aya me Kede Un Año ya que Mi apaa Termino la Casa
1	2	426940817593229312	I was gonna get drunk tonight pero then me dijieron I had to work lol fml
1	1	421366196483538944	Pasame la botella voy a beber en nombre de ella lol
1	3	329118842657861632	Cold shoulder: Desprecio. I tried to hug her, but she gave me the cold shoulder.
1	1	438414008295514113	Day Dreaming: Soñar despierto. I was daydreaming in class so I didn’t hear a word the teacher said.
1	1	413374964436185088	@JmolinaOfficial si no pueden ni entrar a la liguilla hahaha
1	1	425109502078103552	No pero si fuera sido de ellas nos esperariamos hasta que varrieran el parking lot lol.
1	2	416450098319466496	@95Caldera mendiga-.- and yea i know but this moving is a pain in the booty ive been up since 9 cleaning and packing stuff y apenas
1	1	292397378382725121	@Antifas_4ever creo q escribiste dos verbos diferentes por error, a mi me pasa todo el tiempo, ambos son leave cierto?
2	1	431070671582425090	There is always room to grow. Siempre se puede mejorar
2	2	372817614721937408	Tough: También significa difícil. It’s been a tough couple of months, nothing really bad, just tired, but tweets are back! :)
1	1	431626358507073536	He said juntate con nosotros I Te aremos rica
2	1	434983852423913473	I was like your lucky andas Bailando con Una De Guanajuato (; lmfao
1	1	416805558465740801	@Destinnny___ lol nada ya I'm calm
2	1	421872285448818688	@erikaamandaaa jajajja I figured :p your coolness just went down a bit
1	2	439505037136777216	K suerte la mia k justo a tiempo comprendi k tu no eras lo k creia, lo k en mi vida yo esperaba #LaArrolladora
1	2	428598657412128768	@Guera_Unica ósea siempre me levanto muy chingon pero hoy exagere lmao
1	2	419603456123363328	@Guera_Unica haha your mean saying que te maten nd shit xp
1	1	437512825812946944	@opablo81 Ahh okay gracias
4	1	421423623551729664	Yo kiero la nueva camisa del America ♡♡♡ #Perfection
2	1	291634256906711041	Come clean: Sé honesto (sinónimo de be honest, muy usado también) I felt it was time to come clean about what I had done
1	2	435617458322280448	My mom was trying to act like a chola in the store I was like just stop
1	1	437322730052935680	@_BBonjour his negocio is world wide!!! He will die of old age before they find all his shit , they better not lock him up in Mexico tho
1	2	278959835624652800	Something's gotta give: Algo así como hay q sacrificar algo. I’m not making enough money, something’s gotta give.
1	1	431431165908512769	Game changer. Algo así como que cambia las reglas de juego. CVS decision to stop selling cigarettes is a game-changer for that market
1	1	431875005324877824	When my cousin got married Aya en Mexico la banda Todavia Le sigio el next day Porke la Parranda Todavia No Se Acavava
1	1	430745945320341504	@arelyyy_090812 "like" 2 spoons or two spoons. Habla bien!! Either she has two spoons or she doesn't. cual like no que nada
1	3	428198704277766144	@acadrop Necesitas regañar a tu jefe (o llamarle la atención) ya que es rudo. Did this help? :)
1	1	439964956012724225	@crystal_jaimes a donde tan peinada felisha...lol #TooCuteToCare
1	1	306066145272791040	Crash course: Curso rápido. I’m going to give you a crash course on how to change the oil in your car.
1	2	327467835557302272	Out of our reach: Fuera de nuestro alcance  The issue of unemployment seems like a problem that’s out of our reach.
1	1	289396566593241088	@acaniza Me costó entender, es poesía y hay que leer con cuidado, ella está en embarazo, eso creo, y "And I may swoon from all this swell...
3	1	439226346586128384	We will get married wherever you want, luna de miel es un sabado un hermoso final ♡ #August
1	1	341638485704335360	Tough love: Cuando eres muy estricto con alguien porque lo amas. Some mothers believe that spanking their children is a form of showing toug
1	3	427900101424472064	Screw him. Algo así como “al diablo con él” Screw him, he's not worth your time anyway
1	2	286521464469983232	Wasted: Muy ebrio. Mixing vodka and tequila wasn’t a good idea; I am completely wasted.
